,SubjectEntity,Relation,ObjectEntity
167,JCM-1,hasOrganicLinkers,CC1=C(N2C=CN([CH]2)C2=C(C)N=N[C]2C)C(=N[N]1)C
168,MOF-818,hasOrganicLinkers,[O-]C(=O)C1=CN=N[CH]1
169,SNU-151,hasOrganicLinkers,[O-]C(=O)c1ccc2c(c1)ccc(c2)N(c1ccc2c(c1)ccc(c2)C(=O)[O-])c1ccc2c(c1)ccc(c2)C(=O)[O-]
170,SNU-150',hasOrganicLinkers,[O-]C(=O)c1ccc2c(c1)ccc(c2)N(c1ccc2c(c1)ccc(c2)C(=O)[O-])c1ccc2c(c1)ccc(c2)C(=O)[O-]
171,"catena-[bis(μ-2,4,6-tri(pyridin-4-yl)-1,3,5-triazine)-hexachloro-tri-zinc tetrakis(piperonyl methyl ketone)]",hasOrganicLinkers,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1
172,MFM-305-CH3.0.71CO2,hasOrganicLinkers,CN1[CH]C(=CC(=C1)C(=O)[O-])C(=O)[O-]
173,FJI-H21,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc([N][N]c2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]
174,"catena-[(μ4-Oxalato-O,O,O',O'',O'',O''')-tetrakis(μ3-3-pyridinecarboxylato-N,O,O')-(μ2-oxalato-O,O',O'',O''')-di-copper(i)-di-europium(iii) tetrahydrate]",hasOrganicLinkers,[O-]C(=O)C(=O)[O-]
175,"catena-[(μ-2,8,14,20-tetramethyl-4,6,10,12,16,18,22,24-octakis(carboxylatomethoxy)calix(4)arene)-octaaqua-bis(N,N-dimethylformamide)-tetra-cobalt pentahydrate]",hasOrganicLinkers,CC1c2cc(c(cc2OCC(=O)[O-])OCC(=O)[O-])C(C)c2cc(c(cc2OCC(=O)[O-])OCC(=O)[O-])C(c2cc(C(c3cc1c(OCC(=O)[O-])cc3OCC(=O)[O-])C)c(OCC(=O)[O-])cc2OCC(=O)[O-])C
176,"catena-[(μ-2,8,14,20-tetramethyl-4,6,10,12,16,18,22,24-octakis(carboxylatomethoxy)calix(4)arene)-octaaqua-bis(N,N-dimethylformamide)-tetra-nickel hexahydrate]",hasOrganicLinkers,CC1c2cc(c(cc2OCC(=O)[O-])OCC(=O)[O-])C(C)c2cc(c(cc2OCC(=O)[O-])OCC(=O)[O-])C(c2cc(C(c3cc1c(OCC(=O)[O-])cc3OCC(=O)[O-])C)c(OCC(=O)[O-])cc2OCC(=O)[O-])C
177,"catena-[dimethylammonium (μ-2,8,14,20-tetramethyl-4,6,10,12,16,18,22-heptakis(carboxylatomethoxy)-24-(carboxymethoxy)calix(4)arene)-hexaaqua-(N,N-dimethylformamide)-tri-manganese octahydrate]",hasOrganicLinkers,[O-]C(=O)COc1cc(OCC(=O)[O-])c2cc1C(C)c1cc(c(cc1OCC(=O)O[Mn](O)([O])([O])([O])[O])OCC(=O)[O-])C(C)c1cc(C(c3cc(C2C)c(OCC(=O)[O-])cc3OCC(=O)[O-])C)c(cc1OCC(=O)[O-])OCC(=O)[O-]
178,CPM-107as,hasOrganicLinkers,[O-]C(=O)C
179,ZJU-70,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)n1c2ccc(cc2c2c1ccc(c2)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
180,HKUST-1,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
181,MIL-53(Al)-FA|BasoliteA520,hasOrganicLinkers,[O-]C(=O)C=CC(=O)[O-]
182,AUBM-3(La),hasOrganicLinkers,[O-]C(=O)c1ccc2c(c1[O])ccc(c2[O])C(=O)[O-]
183,FJU-12,hasOrganicLinkers,C1=N[N]C=N1
184,JUC-135,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O-]
185,LCU-107,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)CNc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
186,the activated NJU-Bai62,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1cccnc1)C(=O)[O-]
187,NJU-Bai62,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1cccnc1)C(=O)[O-]
188,NJU-Bai63,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1cccnc1)C(=O)[O-]
189,SU-101,hasOrganicLinkers,[O]c1cc2c(=O)oc3c4c2c(c1[O])oc(=O)c4cc(c3[O])[O]
190,UWDM-1(22),hasOrganicLinkers,[O-]C(=O)c1cc(NCc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
191,"catena-(diaqua-bis(μ6-s-heptazine-2,5,8-tris(4-benzoato))-tri-zinc N,N-dimethylformamide solvate pentahydrate)",hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=NC2=NC(=[N]=C3N2C(=[N]=C([N]3)c2ccc(cc2)C(=O)[O-])[N]1)c1ccc(cc1)C(=O)[O-]
192,Teaching Subset: MOFs,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
193,"catena-(octakis(μ4-Benzene-1,4-dicarboxylato)-dodecakis(μ2-hydroxo)-octa-iron ibuprofen)",hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
194,SNU-200,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc2OCCOCCOc3cc(c4ccc(cc4)C(=O)[O-])c(cc3OCCOCCOc2cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
195,MIL-53as p-xylene,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
196,NKU-521,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-]
197,catena-[hexakis(dimethylammonium) tris(μ-meso-tetra(4-carboxylatophenyl)porphyrinato)-bis(aqua)-bis(μ-adenine)-bis(μ-oxido)-nona-zinc(ii) unknown solvate],hasOrganicLinkers,NC1=C2N=CN=C2[N]C=N1
198,"catena-[tetrakis(dimethylammonium) tris(μ-meso-tetra(4-carboxylatophenyl)porphyrinato)-dodecakis(μ-2H-1,2,3-triazolyl)-dodecakis(aqua)-trideca-zinc(ii) unknown solvate]",hasOrganicLinkers,[CH]1C=NN=N1
199,DUT-13,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
200,ZJU-68,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc2c(c1)ncc(c2)C(=O)[O-]
201,SLUG-23,hasOrganicLinkers,[O]S(CCS([O])([O])[O])([O])[O]
202,NJU-Bai20,hasOrganicLinkers,[O-]C(=O)c1cc(C#Cc2cncc(c2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
203,SIFSIX-1-Cu-C2D2,hasOrganicLinkers,n1ccc(cc1)c1ccncc1
204,SCIF-9,hasOrganicLinkers,Cc1cc2N=C[N]c2cc1C
205,GaMOF-1,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
206,BUT-20,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
207,TMOF-2a,hasOrganicLinkers,[O-]C(=O)c1ccc(c2c1C1c3ccccc3C2c2c1cccc2)C(=O)[O-]
208,PCM-11,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
209,MAF-X27-Cl,hasOrganicLinkers,N1=Nc2c(=N1)cc1c(=NN=N1)c2
210,ROD-1,hasOrganicLinkers,C[C]1N=NC(=C1Cc1ccc(cc1)C(=O)[O-])C
211,np-CFA-9,hasOrganicLinkers,c1ccc(cc1)C1=C(C2=C(N=N[C]2c2ccccc2)c2ccccc2)C(=N[N]1)c1ccccc1
212,NOTT-400,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
213,TMOF-1,hasOrganicLinkers,[O]S(CCS([O])([O])[O])([O])[O]
214,WUF-1,hasOrganicLinkers,CN(C(=S)Oc1cc(ccc1c1ccc(cc1)C(=O)[O-])C(=O)[O-])C
215,"catena-[(μ5-5-(Pyridin-3-ylethynyl)benzene-1,3-dicarboxylato-N,O,O',O'',O''')-copper(ii) dimethylformamide solvate hydrate]",hasOrganicLinkers,[O-]C(=O)c1cc(C#Cc2cccnc2)cc(c1)C(=O)[O-]
216,"catena-[(μ5-5-(Pyridin-3-ylethynyl)benzene-1,3-dicarboxylato-N,O,O',O'',O''')-copper(ii)]",hasOrganicLinkers,[O-]C(=O)c1cc(C#Cc2cccnc2)cc(c1)C(=O)[O-]
217,catena-[(μ-tetrakis(4-cyanophenyl)adamantane)-silver tetrafluoroborate nitromethane solvate],hasOrganicLinkers,N#Cc1ccc(cc1)C12CC3(CC(C2)(CC(C1)(C3)c1ccc(cc1)C#N)c1ccc(cc1)C#N)c1ccc(cc1)C#N
218,catena-[(μ-tetrakis(4-cyanophenyl)adamantane)-silver trifluoroacetate nitromethane solvate],hasOrganicLinkers,N#C[C]=CC=C(C12CC3(CC(C2)(CC(C1)(C3)c1ccc(cc1)C#N)c1ccc(cc1)C#N)c1ccc(cc1)C#N)[CH]
220,MFM-188a desolvated,hasOrganicLinkers,O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
221,MFM-188,hasOrganicLinkers,O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
224,"catena-[(μ5-5-Aminoisophthalato)-(μ2-5-aminoisophthalato)-(2,2'-bipyridine)-di-cobalt(ii) dihydrate]",hasOrganicLinkers,Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
225,MFM-300V(iii),hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
227,MFM-300V(iv),hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
228,FJI-C4,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])P(=O)(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O]
229,"catena-[bis(μ4-5-Hydroxyisophthalato-O,O,O',O'',O'',O''')-(μ4-5-hydroxyisophthalato-O,O',O'',O''')-diaqua-di-praseodymium(iii)]",hasOrganicLinkers,[O]c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
230,MIL-88,hasOrganicLinkers,[O-]C(=O)C=CC(=O)[O-]
231,DMOF-1,hasOrganicLinkers,C1=CC2=NN=N[C]2C=C1
232,DMOF-2,hasOrganicLinkers,CC1=C(C)[CH]C2=NN=NC2=C1
233,DMOF-3,hasOrganicLinkers,CC1=CC2=NN=NC2=C[CH]1
234,DMOF-4,hasOrganicLinkers,C1=CC2=NN=N[C]2C=C1
235,DMOF-5,hasOrganicLinkers,CC1=C(C)[CH]C2=NN=NC2=C1
236,DMOF-6,hasOrganicLinkers,CC1=CC2=NN=NC2=C[CH]1
237,DMOF-9,hasOrganicLinkers,C1=CC2=NN=N[C]2C=C1
238,DMOF-11,hasOrganicLinkers,CC1=CC2=NN=NC2=C[CH]1
239,CMOF-2,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc2OP(=O)([O])Oc3c(-c2c2c1cc(cc2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1c(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
240,Mn-ZIF-8,hasOrganicLinkers,CC1=NC=C[N]1
241,catena-[tetrakis(μ-isonicotinato)-di-manganese(ii) methanol solvate],hasOrganicLinkers,[O-]C(=O)c1ccncc1
242,catena-[(μ-hydrogen gallato)-iron(ii) hydrate],hasOrganicLinkers,[O-]C(=O)c1cc([O])c(c(c1)[O])[O]
243,catena-[tris(μ-gallato)-tri-iron(iii) hydrate],hasOrganicLinkers,[O-]C(=O)c1cc([O])c(c(c1)[O])[O]
244,catena-[(μ-gallato)-bis(μ-hydrogen gallato)-tri-iron hydrate],hasOrganicLinkers,[O-]C(=O)c1cc([O])c(c(c1)[O])[O]
245,GWMOF-3,hasOrganicLinkers,[O-]C(=O)CCCCC(=O)[O-]
246,CPM-4,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
247,CPM-30,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
248,CPM-31,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
249,HKUST-1|Teaching Subset: MOFs,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
250,PCP-2,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N=[N]=[N]
251,Hf-CAU-39,hasOrganicLinkers,[O-]C(=O)C=CC(=O)[O-]
252,TMU-42,hasOrganicLinkers,[N]([CH]c1ccncc1)[N][CH]c1ccncc1
253,MIL-53(In)_(OH)2_lp_DMF,hasOrganicLinkers,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]
254,PCN-777,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
255,BUT-173,hasOrganicLinkers,Cc1c(c2ccc(cc2)C(=O)[O-])c(C)c(c(c1c1ccc(cc1)C(=O)[O-])C)c1ccc(cc1)C(=O)[O-]
256,HKUST-1 (as synthesised),hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
257,MFM-300(V(iii)).(NO2)1.67,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
258,Co6-MOF-1,hasOrganicLinkers,O=[C]c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[C]=O
259,Ce-MIL-140-BDC,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
260,In-MOF 1,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
261,FJU-66.S,hasOrganicLinkers,CC1=C(C(=N[N]1)C)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)C1=C(C)N=N[C]1C
262,FJU-66.[EVIm]OH,hasOrganicLinkers,CC1=C(C(=N[N]1)C)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)C1=C(C)N=N[C]1C
263,MMPF-1,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C1=C2C=CC3=[N]2[Cu]24n5c1ccc5C=C1[N]2=C(C=C1)C(=c1n4c(=C3)cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
264,493-MOF-BA,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
265,"catena-[bis(μ6-4,4'-(Hexafluoroisopropylidene)diphthalato)-(μ5-4,4'-(hexafluoroisopropylidene)diphthalato)-nona-aqua-tetra-terbium(iii) heptahydrate]",hasOrganicLinkers,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-]
266,NENU-519,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-]
267,BUT-14,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
268,BUT-15,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
269,DUT-98 close pore,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-]
270,NUM-3,hasOrganicLinkers,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
271,catena-((μ4-Gallato)-manganese(ii) dihydrate),hasOrganicLinkers,[O-]C(=O)c1cc([O])c(c(c1)[O])[O]
272,catena-[bis(μ4-Gallato)-di-manganese(ii) tetrahydrate],hasOrganicLinkers,[O-]C(=O)c1cc([O])c(c(c1)[O])[O]
273,catena-[(μ4-Gallato)-manganese(ii) dihydrate],hasOrganicLinkers,[O-]C(=O)c1cc([O])c(c(c1)[O])[O]
274,catena-((μ4-Gallato)-nickel(ii) dihydrate),hasOrganicLinkers,[O-]C(=O)c1cc([O])c(c(c1)[O])[O]
275,catena-[bis(μ4-Gallato)-di-nickel(ii) tetrahydrate],hasOrganicLinkers,[O-]C(=O)c1cc([O])c(c(c1)[O])[O]
276,PCM-16,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
277,PCN-605-H,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
278,SEC-1,hasOrganicLinkers,CSSc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
279,UPC-22,hasOrganicLinkers,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
280,HPU-13,hasOrganicLinkers,n1ccc(cc1)C1=NN=C([N]1)c1ncccn1
281,YZ-7,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])N1[N]C=N[CH]1
282,YZ-8,hasOrganicLinkers,Cc1nccn1c1ccc(cc1)n1ccnc1C
283,FJU-36,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
284,MCOF-89,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
285,UTSA-32,hasOrganicLinkers,CCOc1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)Cl)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])ccc(c2)Cl
286,BUT-62Y,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
287,BUT-62Y-H2O,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=CC(=[C]C(=C1)c1ccc(cc1)C(=O)[O-])C1=[C]C(=CC(=C1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
288,BUT-63W,hasOrganicLinkers,[O-]C(=O)c1ccc2c(c1)ccc(c2)c1cc(c2ccc3c(c2)ccc(c3)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc2c(c1)ccc(c2)C(=O)[O-])c1ccc2c(c1)ccc(c2)C(=O)[O-]
289,Toluene@BUT-62,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
290,BUT-62,hasOrganicLinkers,[N][C]C(=CC(=C[C]c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])C(=CC(=C[C]c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])[C][NH]
291,BIT-101,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
292,BIT-103,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
293,ZIF-65-SOD,hasOrganicLinkers,O=N(=O)C1=NC=C[N]1
294,ZIF-71-RHO,hasOrganicLinkers,ClC1=C(Cl)[N]C=N1
295,ZIF-74-GIS,hasOrganicLinkers,Cc1cc2N=C[N]c2cc1C
296,catena-(tris(μ2-5-(4-pyridyl)dipyrrin)-gallium(iii)-silver(i) hexafluorophosphate acetonitrile benzene unknown solvate),hasOrganicLinkers,C1=CC(=N[CH]1)[C](C1=N[CH]C=C1)c1ccncc1
297,catena-(tris(μ2-5-(4-pyridyl)dipyrrin)-gallium(iii)-silver(i) hexafluorophosphate acetonitrile benzene solvate),hasOrganicLinkers,C1=CC(=N[CH]1)[C](C1=N[CH]C=C1)c1ccncc1
298,PCN-136,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc2c3cc(cc4c3c3c5c2c(c1)c1cc(cc2c1c5c1c5c3c3c4cc(cc3c3c5c(c4c1c2cc(c4)c1ccc(cc1)C(=O)[O-])cc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
299,RPF-4,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]
300,NJU-Bai49,hasOrganicLinkers,O=C(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
301,CPM-74,hasOrganicLinkers,[O-]C(=O)c1ccc(c(c1)[O])C(=O)[O-]
302,CPM-75,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)[O])C(=O)[O-]
303,Ce-HHU-1,hasOrganicLinkers,[O-]C(=O)C#CC(=O)[O-]
304,SCNU-1,hasOrganicLinkers,[O]c1ccc(cc1)C1=Nc2c([N]1)c1cccnc1c1c2cccn1
305,catena-[(μ-benzenehexacarboxylato)-decaaqua-tri-barium tetrahydrate],hasOrganicLinkers,[O-]C(=O)c1c(C(=O)[O-])c(C(=O)[O-])c(c(c1C(=O)[O-])C(=O)[O-])C(=O)[O-]
306,Al-CAU-42,hasOrganicLinkers,O=C1[CH]c2c(C=C1[O])c1[CH]C(=O)C(=Cc1c1c2C=C([O])C(=O)[CH]1)[O]
307,NENU-522,hasOrganicLinkers,[O-]C(=O)c1ccc2c(c1)c1cc(ccc1[nH]2)C(=O)[O-]
308,BMM-12,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
309,CSMCRI-5,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)N1[N]C=N[CH]1
310,TMU-71,hasOrganicLinkers,O=C(c1cccc(c1)C(=O)Nc1ccncc1)Nc1ccncc1
311,MIL-118B,hasOrganicLinkers,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
312,MIL-118C,hasOrganicLinkers,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
313,MIL-53lt,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
314,MFU-5,hasOrganicLinkers,C1CN2CCN1CC2
315,NTOU-2S,hasOrganicLinkers,[O-]C(=O)c1ccc(s1)C(=O)[O-]
316,MIL-60,hasOrganicLinkers,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
317,MCF-26,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
318,PCN-610,hasOrganicLinkers,[O-]C(=O)c1cc(C#Cc2ccc(cc2)C#Cc2cc(C#Cc3ccc(cc3)C#Cc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2)C#Cc2ccc(cc2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
319,"catena-[(μ4-tetrakis(Imidazol-1-yl)borate-N3,N3',N3'',N3''')-(μ2-terephthalato-O,O')-(μ2-imidazolyl-N1,N3)-di-zinc(ii) N,N'-dimethylpropyleneurea solvate]|MC-BIF-1S",hasOrganicLinkers,C1=C[N]C=N1
320,MC-BIF-3H,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
321,LMOF-261,hasOrganicLinkers,O=C1c2cc(ccc2-c2c1cc(cc2)C(=O)[O-])C(=O)[O-]
322,MFM-136,hasOrganicLinkers,O=C(c1ccc(cc1)c1cncnc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
323,"catena-[bis(μ2-2-Aminoisonicotinato-N:O,O')-cadmium(ii) unknown solvate]",hasOrganicLinkers,Nc1nccc(c1)C(=O)[O-]
324,"catena-[bis(μ2-2-Aminoisonicotinato-N:O,O')-cobalt(ii) unknown solvate]",hasOrganicLinkers,Nc1nccc(c1)C(=O)[O-]
325,CPM-500,hasOrganicLinkers,[N]1=CN=NC=1
326,CPM-550,hasOrganicLinkers,[O-]C(=O)c1cncc(c1)C(=O)[O-]
327,CPM-560,hasOrganicLinkers,[O-]C(=O)c1cncc(c1)C(=O)[O-]
328,"catena-[(μ5-5-(Isonicotinamido)isophthalato-N,O,O',O'',O''')-zinc(ii) dimethylformamide solvate]",hasOrganicLinkers,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
329,JUC-188,hasOrganicLinkers,NC1=NC=NC2=NC=N[C]12
330,CPM-15-Cd,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
331,UTSA-34,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
332,catena-[tris(μ4-Terephthalato)-di-scandium(iii)],hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
341,FIR-45,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
342,MET-2,hasOrganicLinkers,N1=CC=N[N]1
